Component,Date,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),Salinity (ppt),Conductivity (µS),Conductance (µS),pH,Temp (°C),DO (mg/L),DO (%),Field Cover (%),Depth (m),Substrate,HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM,Comments
OPC,2007-08-23,2007,AUG,,,OPC3,50,1,0.64,0.7,178.7,195.3,,20.5,7.12,78.8,70,0.64,silt,500,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-23,2007,AUG,,,OPC3,50,2,0.64,0.7,178.7,195.3,,20.5,7.12,78.8,70,0.64,silt,330,0.0,9.0,0.0,,2.0,0.0,0.0,,0.0,
OPC,2007-08-23,2007,AUG,,,OPC3,50,3,0.64,0.7,178.7,195.3,,20.5,7.12,78.8,70,0.64,silt,400,0.0,0.0,0.0,,10.0,0.0,0.0,,0.0,
OPC,2007-08-23,2007,AUG,,,OPC3,60,1,0.65,0.7,178.7,195.3,,20.5,7.12,78.8,70,0.65,silt,580,0.0,60.0,0.0,,6.0,0.0,0.0,,0.0,
OPC,2007-08-23,2007,AUG,,,OPC3,60,2,0.65,0.7,178.7,195.3,,20.5,7.12,78.8,70,0.65,silt,300,0.0,120.0,0.0,,3.0,0.0,0.0,,0.0,
OPC,2007-08-23,2007,AUG,,,OPC3,60,3,0.65,0.7,178.7,195.3,,20.5,7.12,78.8,70,0.65,silt,320,0.0,0.0,0.0,,50.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,12:00:00,Ebb,OPCC1,10,1,0.39,0.7,1391.0,1420.0,,24.4,7.6,91.0,95,0.39,silt,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,10,2,0.39,0.7,1391.0,1420.0,,24.4,7.6,91.0,95,0.39,silt,600,0.0,0.0,10.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,10,3,0.39,0.7,1391.0,1420.0,,24.4,7.6,91.0,95,0.39,silt,140,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,20,1,0.67,0.7,1391.0,1420.0,,24.4,7.6,91.0,95,0.67,silt,460,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,20,2,0.67,0.7,1391.0,1420.0,,24.4,7.6,91.0,95,0.67,silt,210,0.0,0.0,175.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,20,3,0.67,0.7,1391.0,1420.0,,24.4,7.6,91.0,95,0.67,silt,740,0.0,0.0,15.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,30,1,0.67,0.7,1391.0,1420.0,,24.4,7.6,91.0,3,1.15,silt,25,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,30,2,0.67,0.7,1391.0,1420.0,,24.4,7.6,91.0,3,1.15,silt,90,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,30,3,0.67,0.7,1391.0,1420.0,,24.4,7.6,91.0,3,1.15,silt,90,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,40,1,0.8,0.7,1391.0,1420.0,,24.4,7.6,91.0,25,1.18,silt,260,7.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,40,2,0.8,0.7,1391.0,1420.0,,24.4,7.6,91.0,25,1.18,silt,240,5.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,40,3,0.8,0.7,1391.0,1420.0,,24.4,7.6,91.0,25,1.18,silt,120,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,50,1,0.7,0.7,1391.0,1420.0,,24.4,7.6,91.0,65,0.75,silt,560,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,50,2,0.7,0.7,1391.0,1420.0,,24.4,7.6,91.0,65,0.75,silt,620,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,50,3,0.7,0.7,1391.0,1420.0,,24.4,7.6,91.0,65,0.75,silt,260,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,60,1,0.63,0.7,1391.0,1420.0,,24.4,7.6,91.0,95,0.63,silt,700,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,60,2,0.63,0.7,1391.0,1420.0,,24.4,7.6,91.0,95,0.63,silt,840,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC1,60,3,0.63,0.7,1391.0,1420.0,,24.4,7.6,91.0,95,0.63,silt,400,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,08:57:00,high,OPCC2,10,1,0.63,1.4,2615.0,2714.0,,23.1,7.25,95.5,95,0.63,silt,490,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,benchmark- dead tree with wook?? Panel;  
OPC,2007-08-24,2007,AUG,,,OPCC2,10,2,0.63,1.4,2615.0,2714.0,,23.1,7.25,95.5,95,0.63,silt,620,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,10,3,0.63,1.4,2615.0,2714.0,,23.1,7.25,95.5,95,0.63,silt,660,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,20,1,0.65,1.4,2615.0,2714.0,,23.1,7.25,95.5,95,0.8,silt,610,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,20,2,0.65,1.4,2615.0,2714.0,,23.1,7.25,95.5,95,0.8,silt,610,0.0,0.0,16.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,20,3,0.65,1.4,2615.0,2714.0,,23.1,7.25,95.5,95,0.8,silt,500,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,one live clam was found
OPC,2007-08-24,2007,AUG,,,OPCC2,30,1,0.65,1.4,2615.0,2714.0,,23.1,7.25,95.5,95,0.82,silt,640,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,30,2,0.65,1.4,2615.0,2714.0,,23.1,7.25,95.5,95,0.82,silt,560,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,30,3,0.65,1.4,2615.0,2714.0,,23.1,7.25,95.5,95,0.82,silt,580,0.0,0.0,10.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,40,1,0.63,1.4,2615.0,2714.0,,23.1,7.25,95.5,80,0.9,silt,520,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,40,2,0.63,1.4,2615.0,2714.0,,23.1,7.25,95.5,80,0.9,silt,580,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,40,3,0.63,1.4,2615.0,2714.0,,23.1,7.25,95.5,80,0.9,silt,480,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,50,1,0.65,1.4,2615.0,2714.0,,23.1,7.25,95.5,50,0.97,silt,600,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,50,2,0.65,1.4,2615.0,2714.0,,23.1,7.25,95.5,50,0.97,silt,500,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,50,3,0.65,1.4,2615.0,2714.0,,23.1,7.25,95.5,50,0.97,silt,650,0.0,0.0,16.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,60,1,0.62,1.4,2615.0,2714.0,,23.1,7.25,95.5,30,1.05,silt,680,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,60,2,0.62,1.4,2615.0,2714.0,,23.1,7.25,95.5,30,1.05,silt,560,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-08-24,2007,AUG,,,OPCC2,60,3,0.62,1.4,2615.0,2714.0,,23.1,7.25,95.5,30,1.05,silt,800,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,15:25:00,low,OPC1,10,1,0.35,,,,,,,,,0.54,mud over gravel,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"team- Garman, Yorkston, Abrams; benchmark- #15 canoe trail. No YSI data"
OPC,2007-10-30,2007,OCT ,,,OPC1,10,2,0.35,,,,,,,,,0.54,mud over gravel,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,10,3,0.35,,,,,,,,,0.54,mud over gravel,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,20,1,0.3,,,,,,,,,0.7,mud over gravel,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,20,2,0.3,,,,,,,,,0.7,mud over gravel,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,20,3,0.3,,,,,,,,,0.7,mud over gravel,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,30,1,0.35,,,,,,,,,0.88,mud,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,30,2,0.35,,,,,,,,,0.88,mud with clam,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,clam
OPC,2007-10-30,2007,OCT ,,,OPC1,30,3,0.35,,,,,,,,,0.88,mud,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,40,1,0.32,,,,,,,,,0.8,mud,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,40,2,0.32,,,,,,,,,0.8,mud,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,40,3,0.32,,,,,,,,,0.8,mud,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,50,1,0.28,,,,,,,,,0.8,mud,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,50,2,0.28,,,,,,,,,0.8,mud,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,50,3,0.28,,,,,,,,,0.8,mud,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,60,1,0.35,,,,,,,,,0.85,mud,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC1,60,2,0.35,,,,,,,,,0.85,mud with clam,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,clam
OPC,2007-10-30,2007,OCT ,,,OPC1,10,3,0.35,,,,,,,,,0.85,mud,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,16:15:00,mid,OPC2,10,1,0.48,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.59,sandy ,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,10,2,0.48,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.59,,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,10,3,0.48,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.59,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,20,1,0.45,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.67,silt,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,clam shells
OPC,2007-10-30,2007,OCT ,,,OPC2,20,2,0.45,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.67,,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,20,3,0.45,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.67,,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,30,1,0.27,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.46,,12,0.0,20.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,30,2,0.27,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.46,,40,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,30,3,0.27,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.46,,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,40,1,0.19,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.41,,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,40,2,0.19,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.41,,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,40,3,0.19,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.41,,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,50,1,0.24,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.39,,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,50,2,0.24,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.39,,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,50,3,0.24,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.39,,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,60,1,0.22,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.35,,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,60,2,0.22,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.35,,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-10-30,2007,OCT ,,,OPC2,60,3,0.22,1.0,1338.0,1740.0,,12.8,8.3,73.2,,0.35,,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,different data sheet- not all usual info is included; clam shells
OPC,2007-11-01,2007,NOV,10:20:00,high tide- coming in,OPC3,10,1,0.24,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.59,silt,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"BENCHMARK= Haha branch;clams in substrate; team: Bart Merrick, Christie, Katrina Keller, Rachael Dickey"
OPC,2007-11-01,2007,NOV,,,OPC3,10,2,0.24,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.59,,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,CSB= Can't see bottom
OPC,2007-11-01,2007,NOV,,,OPC3,10,3,0.24,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.59,,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPC3,20,1,0.29,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.59,silt,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPC3,20,2,0.29,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.59,,20,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,one live clam was found
OPC,2007-11-01,2007,NOV,,,OPC3,20,3,0.29,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.59,,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,one live clam was found
OPC,2007-11-01,2007,NOV,,,OPC3,30,1,0.34,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.58,silt,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPC3,30,2,0.34,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.58,,3,0.0,0.0,25.0,,0.0,0.0,0.0,,0.0,one live clam was found
OPC,2007-11-01,2007,NOV,,,OPC3,30,3,0.34,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.58,,14,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,one live clam was found
OPC,2007-11-01,2007,NOV,,,OPC3,40,1,0.28,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.62,silt,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPC3,40,2,0.28,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.62,,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,one live clam was found
OPC,2007-11-01,2007,NOV,,,OPC3,40,3,0.28,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.62,,12,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPC3,50,1,0.34,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.66,silt,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPC3,50,2,0.34,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.66,,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPC3,50,3,0.34,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.66,silt,35,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPC3,60,1,0.46,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.62,,8,0.0,0.0,5.0,,0.0,0.0,0.0,,0.0,one live clam was found
OPC,2007-11-01,2007,NOV,,,OPC3,60,2,0.46,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.62,,25,15.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPC3,60,3,0.46,0.8,975.0,1295.0,,13.5,8.08,78.5,NV,0.62,silt,50,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,13:17:00,high,OPCC1,10,1,0.34,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,0.56,sandy silt,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"benchmark- phragmites stand; HV was mostly dead, found clams in samples; team- Christie, Bart Merrick, Katrina Keller, Rachael Dickey"
OPC,2007-11-01,2007,NOV,,,OPCC1,10,2,0.34,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,0.56,sandy silt,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,clam
OPC,2007-11-01,2007,NOV,,,OPCC1,10,3,0.34,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,0.56,sandy silt,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,clam
OPC,2007-11-01,2007,NOV,,,OPCC1,20,1,0.45,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.05,silt,65,5.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,20,2,0.45,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.05,silt,35,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,20,3,0.45,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.05,silt,15,5.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,30,1,0.4,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.24,silt,0,4.0,0.0,4.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,30,2,0.4,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.24,silt,60,2.0,0.0,10.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,30,3,0.4,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.24,silt,16,2.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,40,1,0.38,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.24,silt and some rocks,13,40.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,40,2,0.38,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.24,silt and some rocks,9,4.0,0.0,0.0,,0.0,0.0,0.0,,0.0,clam
OPC,2007-11-01,2007,NOV,,,OPCC1,40,3,0.38,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.24,silt and some rocks,11,100.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,50,1,0.49,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.39,silt and some rocks,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,50,2,0.49,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.39,silt and some rocks,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,50,3,0.49,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,1.39,silt and some rocks,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,60,1,0.32,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,0.86,silt and some rocks,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC1,60,2,0.32,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,0.86,silt and some rocks,150,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,HV mostly dead
OPC,2007-11-01,2007,NOV,,,OPCC1,60,3,0.32,1.9,2938.0,3857.0,,14.6,10.32,104.0,NV,0.86,silt and some rocks,60,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,11:52:00,HIGH,OPCC2,10,1,0.29,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.8,silt,200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"benchmark- dead tree with white board; live and dead clams; team- Christie, Bart Merrick, Katrina Keller, Rachael Dickey"
OPC,2007-11-01,2007,NOV,,,OPCC2,10,2,0.29,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.8,silt,105,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"Also, dead and live clams were found"
OPC,2007-11-01,2007,NOV,,,OPCC2,10,3,0.29,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.8,silt,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,along the transect.
OPC,2007-11-01,2007,NOV,,,OPCC2,20,1,0.36,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.92,silt,140,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,20,2,0.36,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.92,silt,28,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,20,3,0.36,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.92,silt,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,30,1,0.38,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.93,silt,160,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,30,2,0.38,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.93,silt,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,30,3,0.38,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.93,silt,30,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,40,1,0.4,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,1,silt,160,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,40,2,0.4,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,1,silt,150,0.0,0.0,16.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,40,3,0.4,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,1,silt,40,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,50,1,0.33,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,1.04,silt,17,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,50,2,0.33,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,1.04,silt,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,50,3,0.33,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,1.04,silt,11,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,60,1,0.27,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,0.95,silt,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,60,2,0.27,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,,silt,25,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2007-11-01,2007,NOV,,,OPCC2,60,3,0.27,1.4,2092.0,2625.0,,14.4,7.73,75.6,NV,,silt,55,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2008-04-29,2008,APR,12:26:00,rising,OPC1,10,1,0.32,0.1,242.5,186.8,,13.2,10.03,94.0,0,0.52,sand/silt,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"clams, shells, rocks at this grab; For each transect distance, only one secchi and one depth measurement were taken; benchmark is canoe trail marker #15; Survey team: Katrina Keller, Patrick Breitenbach, Rachael Dickey, Kriste Garman"
